building ,room,subject ,college,rollRange,TotalInCollege,reference,maps
মৃত্তিকাবিজ্ঞান ভবন ,101,Geography,Govt. Syed Hatem Ali College,4072183,1,https://i.postimg.cc/sgMNbZvX/image.png,https://maps.app.goo.gl/QXS9VJwjKevGF1sx9
মৃত্তিকাবিজ্ঞান ভবন ,101,Mathematics,Barishal Govt. Mohila College,4068515-4068535,4,https://i.postimg.cc/sgMNbZvX/image.png,https://maps.app.goo.gl/QXS9VJwjKevGF1sx9
মৃত্তিকাবিজ্ঞান ভবন ,102,Accounting,Barishal Govt. Mohila College,4067932-4067934,6,https://i.postimg.cc/gj1Vfrw9/image.png,https://maps.app.goo.gl/QXS9VJwjKevGF1sx9
মৃত্তিকাবিজ্ঞান ভবন ,102,Accounting,Barishal Govt. College,4069544,1,https://i.postimg.cc/gj1Vfrw9/image.png,https://maps.app.goo.gl/QXS9VJwjKevGF1sx9
মৃত্তিকাবিজ্ঞান ভবন ,102,Accounting,Govt. Syed Hatem Ali College,4071539-4071584,5,https://i.postimg.cc/gj1Vfrw9/image.png,https://maps.app.goo.gl/QXS9VJwjKevGF1sx9
মৃত্তিকাবিজ্ঞান ভবন ,102,Accounting,Govt. Swarupkathi College,"4076547 , 4076552",2,https://i.postimg.cc/gj1Vfrw9/image.png,https://maps.app.goo.gl/QXS9VJwjKevGF1sx9
মৃত্তিকাবিজ্ঞান ভবন ,102,Management,Barishal Govt. Mohila College,4068068-4068086,8,https://i.postimg.cc/gj1Vfrw9/image.png,https://maps.app.goo.gl/QXS9VJwjKevGF1sx9
মৃত্তিকাবিজ্ঞান ভবন ,102,Management,Barishal Govt. College,4069611-4069702,13,https://i.postimg.cc/gj1Vfrw9/image.png,https://maps.app.goo.gl/QXS9VJwjKevGF1sx9
মৃত্তিকাবিজ্ঞান ভবন ,102,Management,Govt. Syed Hatem Ali College,4071735-4071844,8,https://i.postimg.cc/gj1Vfrw9/image.png,https://maps.app.goo.gl/QXS9VJwjKevGF1sx9
মৃত্তিকাবিজ্ঞান ভবন ,102,Management,Govt. Patarhat RC College,4072645,1,https://i.postimg.cc/gj1Vfrw9/image.png,https://maps.app.goo.gl/QXS9VJwjKevGF1sx9
মৃত্তিকাবিজ্ঞান ভবন ,102,Management,Babuganj Degree College,4074036,1,https://i.postimg.cc/gj1Vfrw9/image.png,https://maps.app.goo.gl/QXS9VJwjKevGF1sx9
মৃত্তিকাবিজ্ঞান ভবন ,102,Physics,Barishal Govt. Mohila College,4068170-4068191,8,https://i.postimg.cc/gj1Vfrw9/image.png,https://maps.app.goo.gl/QXS9VJwjKevGF1sx9
মৃত্তিকাবিজ্ঞান ভবন ,102,Chemistry,Barishal Govt. Mohila College,4068245-4068294,8,https://i.postimg.cc/gj1Vfrw9/image.png,https://maps.app.goo.gl/QXS9VJwjKevGF1sx9
মৃত্তিকাবিজ্ঞান ভবন ,102,Botany,Barishal Govt. Mohila College,4068368-4068381,5,https://i.postimg.cc/gj1Vfrw9/image.png,https://maps.app.goo.gl/QXS9VJwjKevGF1sx9
